type,language,text,frequency
phrase,en,bruh stan,40
phrase,en,srsly it,40
phrase,en,srsly it hits,40
phrase,en,ang aprub,39
phrase,en,bruh it,39
phrase,en,bruh it hits,39
phrase,en,guys im vibing,39
phrase,en,yooo sana,38
phrase,en,yooo sana all,38
phrase,en,with dorm,38
phrase,en,with dorm life,38
phrase,en,guys no,38
phrase,en,guys no cap,38
phrase,en,satisfying and,38
phrase,en,yung twitter,38
phrase,en,yung twitter dramas,38
phrase,en,sobrang lodi,38
phrase,en,guys stan,38
phrase,en,yung pubg,38
phrase,en,yung bts,37
phrase,en,yooo angat,37
phrase,en,yooo angat sa,37
phrase,en,ootd ootd,37
phrase,en,guys facts,37
phrase,en,guys facts about,37
phrase,en,ang saktongsakto,37
phrase,en,with mobile,37
phrase,en,with mobile legends,37
phrase,en,sobrang galing,37
phrase,en,yung thesis,37
phrase,en,and saktongsakto,36
phrase,en,srsly based,36
phrase,en,srsly based take,36
phrase,en,parties ang,36
phrase,en,weekend parties ang,36
phrase,en,guys based,36
phrase,en,guys based take,36
phrase,en,sobrang lit,35
phrase,en,guys im shook,35
phrase,en,yung streaming,35
phrase,en,yung online,35
phrase,en,yung online classes,35
phrase,en,ang legit,35
phrase,en,yung mobile,35
phrase,en,yung mobile legends,35
phrase,en,twentytwentyfive twentytwentyfive,35
phrase,en,yung campus,34
phrase,en,yung campus events,34
phrase,en,very undefeated,34
phrase,en,talaga we,34
phrase,en,talaga we move,34
phrase,en,undefeated and,34
phrase,en,yung professors,34
phrase,en,yooo solid,33
phrase,en,yooo solid talaga,33
phrase,en,bruh absolutely,33
phrase,en,bruh absolutely living,33
phrase,en,talaga awit,33
phrase,en,omg angat,33
phrase,en,omg angat sa,33
phrase,en,yung dorm,33
phrase,en,yung dorm life,33
phrase,en,galing and,33
phrase,en,guys understood,33
phrase,en,guys understood the,33
phrase,en,ang swabe,33
phrase,en,petmalu and,33
phrase,en,yung coffee,33
phrase,en,yung coffee shops,33
phrase,en,yung kpop,33
phrase,en,talaga sana,32
phrase,en,talaga sana all,32
phrase,en,vibe and,32
phrase,en,satisfying talaga,32
phrase,en,kpop sobrang,32
phrase,en,af labyu,32
phrase,en,srsly ngl,32
phrase,en,srsly ngl im,32
phrase,en,yung majors,32
phrase,en,guys it,32
phrase,en,guys it hits,32
phrase,en,sb19 sobrang,32
phrase,en,yung viral,31
phrase,en,yung viral challenges,31
phrase,en,yung scholarships,31
phrase,en,with streaming,31
phrase,en,guys lowkey,31
phrase,en,guys lowkey love,31
phrase,en,lodi and,31
phrase,en,with kpop,31
phrase,en,very peak,31
phrase,en,guys slayed,31
phrase,en,af sheesh,31
phrase,en,with scholarships,31
phrase,en,af naol,30
phrase,en,is coffee,30
phrase,en,shops so,30
phrase,en,why is coffee,30
phrase,en,is coffee shops,30
phrase,en,coffee shops so,30
phrase,en,yung relationship,30
phrase,en,yung relationship drama,30
phrase,en,bruh understood,30
phrase,en,bruh understood the,30
phrase,en,with coffee,30
phrase,en,with coffee shops,30
phrase,en,yung blackpink,30
phrase,en,yung weekend,30
phrase,en,yung weekend parties,30
phrase,en,with genshin,29
phrase,en,with genshin impact,29
phrase,en,with ppop,29
phrase,en,with valorant,29
phrase,en,valorant ang,29
phrase,en,saktongsakto and,29
phrase,en,iconic and,29
phrase,en,yung graduation,29
phrase,en,solid and,28
phrase,en,shows ang,28
phrase,en,netflix shows ang,28
phrase,en,sobrang aprub,28
phrase,en,life ang,28
phrase,en,dorm life ang,28
phrase,en,and kayangkaya,28
phrase,en,and clean,28
phrase,en,yung volleyball,28
phrase,en,with twitter,28
phrase,en,with twitter dramas,28
phrase,en,aprub and,28
phrase,en,talaga apaka,28
phrase,en,talaga apaka nice,28
phrase,en,very fresh,28
phrase,en,af wala,28
phrase,en,af wala akong,28
phrase,en,with pubg,27
phrase,en,with esports,27
phrase,en,with sb19,27
phrase,en,talaga charaught,27
phrase,en,yung exams,27
phrase,en,af solid,27
phrase,en,af solid yarn,27
phrase,en,very vibe,27
phrase,en,yung sb19,27
phrase,en,is scholarships,27
phrase,en,scholarships so,27
phrase,en,why is scholarships,27
phrase,en,is scholarships so,27
phrase,en,yung fashion,27
phrase,en,yung fashion trends,27
phrase,en,and valid,27
phrase,en,yung ppop,27
phrase,en,is so goals,27
phrase,en,with group,27
phrase,en,with group projects,27
phrase,en,is sb19,26
phrase,en,sb19 so,26
phrase,en,why is sb19,26
phrase,en,is sb19 so,26
phrase,en,with volleyball,26
phrase,en,very sick,26
phrase,en,is so fire,26
phrase,en,swabe and,26
phrase,en,yung basketball,26
phrase,en,is so elite,26
phrase,en,yung memes,26
phrase,en,yung group,26
phrase,en,yung group projects,26
phrase,en,and bussin,26
phrase,en,classes ang,26
phrase,en,online classes ang,26
phrase,en,good exams,26
phrase,en,how good exams,26
phrase,en,yung valorant,25
phrase,en,yung netflix,25
phrase,en,yung netflix shows,25
phrase,en,challenges sobrang,25
phrase,en,viral challenges sobrang,25
phrase,en,with majors,25
phrase,en,memes sobrang,25
phrase,en,with internships,25
phrase,en,and vibe,25
phrase,en,with netflix,25
phrase,en,with netflix shows,25
phrase,en,yung tiktok,25
phrase,en,yooo petmalu,25
phrase,en,yooo petmalu yung,25
phrase,en,with bts,25
phrase,en,peak af,25
phrase,en,with tiktok,25
phrase,en,with weekend,25
phrase,en,with weekend parties,25
phrase,en,basketball sobrang,25
phrase,en,yung new,25
phrase,en,yung new music,25
phrase,en,very elite,24
phrase,en,drama sobrang,24
phrase,en,relationship drama sobrang,24
phrase,en,is memes,24
phrase,en,memes so,24
phrase,en,why is memes,24
phrase,en,is memes so,24
phrase,en,and goated,24
phrase,en,with viral,24
phrase,en,with viral challenges,24
phrase,en,graduation sobrang,24
phrase,en,with exams,24
phrase,en,angas and,24
phrase,en,and elite,24
phrase,en,bts sobrang,24
phrase,en,is esports,24
phrase,en,esports so,24
phrase,en,why is esports,24
phrase,en,is esports so,24
phrase,en,kpop ang,24
phrase,en,professors sobrang,24
phrase,en,blackpink sobrang,24
phrase,en,is so iconic,24
phrase,en,with relationship,24
phrase,en,with relationship drama,24
phrase,en,kayangkaya and,24
phrase,en,with campus,24
phrase,en,with campus events,24
phrase,en,is basketball,23
phrase,en,basketball so,23
phrase,en,why is basketball,23
phrase,en,is basketball so,23
phrase,en,music sobrang,23
phrase,en,new music sobrang,23
phrase,en,valid talaga,23
phrase,en,talaga sheesh,23
phrase,en,af pak,23
phrase,en,af pak ganern,23
phrase,en,with anime,23
phrase,en,is so clean,23
phrase,en,is bts,23
phrase,en,bts so,23
phrase,en,why is bts,23
phrase,en,is bts so,23
phrase,en,is group,23
phrase,en,projects so,23
phrase,en,why is group,23
phrase,en,is group projects,23
phrase,en,group projects so,23
phrase,en,fresh af,23
phrase,en,is tiktok,23
phrase,en,tiktok so,23
phrase,en,why is tiktok,23
phrase,en,is tiktok so,23
phrase,en,very fire,23
phrase,en,good online,23
phrase,en,how good online,23
phrase,en,good online classes,23
phrase,en,yung internships,23
phrase,en,thesis sobrang,23
phrase,en,af napakahusay,22
phrase,en,with new,22
phrase,en,with new music,22
phrase,en,good memes,22
phrase,en,how good memes,22
phrase,en,and fresh,22
phrase,en,good viral,22
phrase,en,how good viral,22
phrase,en,good viral challenges,22
phrase,en,blackpink ang,22
phrase,en,scholarships sobrang,22
phrase,en,very based,22
phrase,en,trends sobrang,22
phrase,en,fashion trends sobrang,22
phrase,en,with online,22
phrase,en,with online classes,22
phrase,en,is online,22
phrase,en,classes so,22
phrase,en,why is online,22
phrase,en,is online classes,22
phrase,en,online classes so,22
phrase,en,dramas ang,22
phrase,en,twitter dramas ang,22
phrase,en,with basketball,22
phrase,en,is exams,22
phrase,en,exams so,22
phrase,en,why is exams,22
phrase,en,is exams so,22
phrase,en,very iconic,22
phrase,en,talaga napakahusay,22
phrase,en,bts ang,22
phrase,en,impact ang,22
phrase,en,genshin impact ang,22
phrase,en,drama ang,22
phrase,en,relationship drama ang,22
phrase,en,professors ang,22
phrase,en,af charaught,22
phrase,en,talaga labyu,22
phrase,en,af sana,22
phrase,en,af sana all,22
phrase,en,with graduation,22
phrase,en,projects sobrang,22
phrase,en,group projects sobrang,22
phrase,en,talaga naol,21
phrase,en,af yorme,21
phrase,en,fellow majors,21
phrase,en,music ang,21
phrase,en,new music ang,21
phrase,en,is dorm,21
phrase,en,life so,21
phrase,en,why is dorm,21
phrase,en,is dorm life,21
phrase,en,dorm life so,21
phrase,en,tiktok ang,21
phrase,en,and undefeated,21
phrase,en,is relationship,21
phrase,en,drama so,21
phrase,en,why is relationship,21
phrase,en,is relationship drama,21
phrase,en,relationship drama so,21
phrase,en,with memes,21
phrase,en,anime sobrang,21
phrase,en,is fashion,21
phrase,en,trends so,21
phrase,en,why is fashion,21
phrase,en,is fashion trends,21
phrase,en,fashion trends so,21
phrase,en,good coffee,21
phrase,en,how good coffee,21
phrase,en,good coffee shops,21
phrase,en,very satisfying,21
phrase,en,with blackpink,21
phrase,en,very lit,21
phrase,en,is pubg,21
phrase,en,pubg so,21
phrase,en,why is pubg,21
phrase,en,is pubg so,21
phrase,en,streaming sobrang,21
phrase,en,with professors,21
phrase,en,pubg very,21
phrase,en,good relationship,21
phrase,en,how good relationship,21
phrase,en,good relationship drama,21
phrase,en,with thesis,21
phrase,en,good scholarships,21
phrase,en,how good scholarships,21
phrase,en,af apaka,21
phrase,en,af apaka nice,21
phrase,en,is streaming,21
phrase,en,streaming so,21
phrase,en,why is streaming,21
phrase,en,is streaming so,21
phrase,en,volleyball sobrang,21
phrase,en,good anime,20
phrase,en,how good anime,20
phrase,en,srsly slayed,20
phrase,en,is valorant,20
phrase,en,valorant so,20
phrase,en,why is valorant,20
phrase,en,is valorant so,20
phrase,en,good tiktok,20
phrase,en,how good tiktok,20
phrase,en,and dope,20
phrase,en,very legit,20
phrase,en,is majors,20
phrase,en,majors so,20
phrase,en,why is majors,20
phrase,en,is majors so,20
phrase,en,legends sobrang,20
phrase,en,mobile legends sobrang,20
phrase,en,is viral,20
phrase,en,challenges so,20
phrase,en,why is viral,20
phrase,en,is viral challenges,20
phrase,en,viral challenges so,20
phrase,en,talaga pak,20
phrase,en,talaga pak ganern,20
phrase,en,very bussin,20
phrase,en,and sick,20
phrase,en,and iconic,20
phrase,en,yung esports,20
phrase,en,ppop sobrang,20
phrase,en,is anime,19
phrase,en,anime so,19
phrase,en,why is anime,19
phrase,en,is anime so,19
phrase,en,dramas sobrang,19
phrase,en,twitter dramas sobrang,19
phrase,en,af awit,19
phrase,en,elite talaga,19
phrase,en,is so lit,19
phrase,en,good sb19,19
phrase,en,how good sb19,19
phrase,en,very goals,19
phrase,en,woah and,19
phrase,en,is so dope,19
phrase,en,ng twitter,19
phrase,en,ng twitter dramas,19
phrase,en,and goals,19
phrase,en,events ang,19
phrase,en,campus events ang,19
phrase,en,is so undefeated,19
phrase,en,elite af,19
phrase,en,and satisfying,19
phrase,en,for thesis,19
phrase,en,living for thesis,19
phrase,en,very valid,19
phrase,en,bussin af,19
phrase,en,ng anime,19
phrase,en,love twitter,19
phrase,en,lowkey love twitter,19
phrase,en,love twitter dramas,19
phrase,en,is thesis,19
phrase,en,thesis so,19
phrase,en,why is thesis,19
phrase,en,is thesis so,19
phrase,en,is so goated,19
phrase,en,giving bts,19
phrase,en,is giving bts,19
phrase,en,is mobile,19
phrase,en,legends so,19
phrase,en,why is mobile,19
phrase,en,is mobile legends,19
phrase,en,mobile legends so,19
phrase,en,very goated,19
phrase,en,valid af,18
phrase,en,is ppop,18
phrase,en,ppop so,18
phrase,en,why is ppop,18
phrase,en,is ppop so,18
phrase,en,good mobile,18
phrase,en,how good mobile,18
phrase,en,good mobile legends,18
phrase,en,vibe af,18
phrase,en,bts very,18
phrase,en,shops ang,18
phrase,en,coffee shops ang,18
phrase,en,obsessed with dorm,18
phrase,en,good campus,18
phrase,en,how good campus,18
phrase,en,good campus events,18
phrase,en,anime very,18
phrase,en,good kpop,18
phrase,en,how good kpop,18
phrase,en,good bts,18
phrase,en,how good bts,18
phrase,en,srsly stan,18
phrase,en,anime ang,18
phrase,en,ng scholarships,18
phrase,en,classes sobrang,18
phrase,en,online classes sobrang,18
phrase,en,sb19 ang,18
phrase,en,talaga yorme,18
phrase,en,astig trendingnow,18
phrase,en,ng ppop,18
phrase,en,witty and,18
phrase,en,impact sobrang,18
phrase,en,genshin impact sobrang,18
phrase,en,is weekend,18
phrase,en,parties so,18
phrase,en,why is weekend,18
phrase,en,is weekend parties,18
phrase,en,weekend parties so,18
phrase,en,good blackpink,18
phrase,en,how good blackpink,18
phrase,en,and peak,18
phrase,en,good dorm,18
phrase,en,how good dorm,18
phrase,en,good dorm life,18
phrase,en,undefeated af,18
phrase,en,is so sick,17
phrase,en,peak talaga,17
phrase,en,sick talaga,17
phrase,en,exams sobrang,17
phrase,en,is kpop,17
phrase,en,kpop so,17
phrase,en,why is kpop,17
phrase,en,is kpop so,17
phrase,en,legit af,17
phrase,en,talaga wala,17
phrase,en,talaga wala akong,17
phrase,en,good internships,17
phrase,en,how good internships,17
phrase,en,internships sobrang,17
phrase,en,post universitylife,17
phrase,en,the post universitylife,17
phrase,en,very clean,17
phrase,en,talaga solid,17
phrase,en,talaga solid yarn,17
phrase,en,astig bestlife,17
phrase,en,exams ang,17
phrase,en,ng netflix,17
phrase,en,ng netflix shows,17
phrase,en,ng bts,17
phrase,en,is so peak,17
phrase,en,valorant sobrang,17
phrase,en,with fashion,17
phrase,en,with fashion trends,17
phrase,en,dramas thats,17
phrase,en,twitter dramas thats,17
phrase,en,for kpop,17
phrase,en,living for kpop,17
phrase,en,and based,17
phrase,en,kpop very,17
phrase,en,vibe talaga,17
phrase,en,good valorant,17
phrase,en,how good valorant,17
phrase,en,think campus,17
phrase,en,events is,17
phrase,en,i think campus,17
phrase,en,think campus events,17
phrase,en,campus events is,17
phrase,en,events is so,17
phrase,en,ng kpop,17
phrase,en,is volleyball,17
phrase,en,volleyball so,17
phrase,en,why is volleyball,17
phrase,en,is volleyball so,17
phrase,en,talaga midtermseason,17
phrase,en,very dope,17
phrase,en,is so based,17
phrase,en,is twitter,16
phrase,en,dramas so,16
phrase,en,why is twitter,16
phrase,en,is twitter dramas,16
phrase,en,twitter dramas so,16
phrase,en,ng basketball,16
phrase,en,shows sobrang,16
phrase,en,netflix shows sobrang,16
phrase,en,on genshin,16
phrase,en,take on genshin,16
phrase,en,on genshin impact,16
phrase,en,basketball ang,16
phrase,en,is netflix,16
phrase,en,shows so,16
phrase,en,why is netflix,16
phrase,en,is netflix shows,16
phrase,en,netflix shows so,16
phrase,en,classes very,16
phrase,en,online classes very,16
phrase,en,esports sobrang,16
phrase,en,is so bussin,16
phrase,en,good esports,16
phrase,en,how good esports,16
phrase,en,is new,16
phrase,en,music so,16
phrase,en,why is new,16
phrase,en,is new music,16
phrase,en,new music so,16
phrase,en,nindot and,16
phrase,en,scholarships ang,16
phrase,en,yung followers,16
phrase,en,good ppop,16
phrase,en,how good ppop,16
phrase,en,fire bts,16
phrase,en,thats fire bts,16
phrase,en,memes ang,16
phrase,en,ng streaming,16
phrase,en,good basketball,16
phrase,en,how good basketball,16
phrase,en,talaga sembreak,16
phrase,en,legends very,16
phrase,en,mobile legends very,16
phrase,en,internships ang,16
phrase,en,volleyball ang,16
phrase,en,talaga bestlife,16
phrase,en,good twitter,16
phrase,en,how good twitter,16
phrase,en,good twitter dramas,16
phrase,en,based af,15
phrase,en,ng genshin,15
phrase,en,clean af,15
phrase,en,ng genshin impact,15
phrase,en,post finals,15
phrase,en,the post finals,15
phrase,en,talaga finals,15
phrase,en,love bts,15
phrase,en,lowkey love bts,15
phrase,en,talaga studentlife,15
phrase,en,pubg ang,15
phrase,en,is so legit,15
phrase,en,good thesis,15
phrase,en,how good thesis,15
phrase,en,post pinoypride,15
phrase,en,the post pinoypride,15
phrase,en,petmalu ootd,15
phrase,en,giving professors,15
phrase,en,is giving professors,15
phrase,en,esports ang,15
phrase,en,talaga collegedays,15
phrase,en,is blackpink,15
phrase,en,blackpink so,15
phrase,en,why is blackpink,15
phrase,en,is blackpink so,15
phrase,en,when online,15
phrase,en,different when online,15
phrase,en,when online classes,15
phrase,en,iconic af,15
phrase,en,life very,15
phrase,en,dorm life very,15
phrase,en,astig sembreak,15
phrase,en,good professors,15
phrase,en,how good professors,15
phrase,en,legends ang,15
phrase,en,mobile legends ang,15
phrase,en,fire af,15
phrase,en,life sobrang,15
phrase,en,dorm life sobrang,15
phrase,en,dope af,15
phrase,en,dramas very,15
phrase,en,twitter dramas very,15
phrase,en,in new,15
phrase,en,energy in new,15
phrase,en,in new music,15
phrase,en,stan basketball,15
phrase,en,ng esports,15
phrase,en,yung tropa,15
phrase,en,good group,15
phrase,en,how good group,15
phrase,en,good group projects,15
phrase,en,talaga goalaf,15
phrase,en,post trendingnow,15
phrase,en,the post trendingnow,15
phrase,en,fire blackpink,15
phrase,en,thats fire blackpink,15
phrase,en,shops sobrang,15
phrase,en,coffee shops sobrang,15
phrase,en,good weekend,15
phrase,en,how good weekend,15
phrase,en,good weekend parties,15
phrase,en,yung orgmates,15
phrase,en,think professors,15
phrase,en,professors is,15
phrase,en,i think professors,15
phrase,en,think professors is,15
phrase,en,professors is so,15
phrase,en,yung dormmates,15
phrase,en,ng professors,15
phrase,en,streaming ang,15
phrase,en,love professors,15
phrase,en,lowkey love professors,15
phrase,en,ng pubg,15
phrase,en,is professors,15
phrase,en,professors so,15
phrase,en,why is professors,15
phrase,en,is professors so,15
phrase,en,good genshin,15
phrase,en,how good genshin,15
phrase,en,good genshin impact,15
phrase,en,ppop ang,15
phrase,en,goals af,15
phrase,en,astig nofilter,15
phrase,en,trends ang,15
phrase,en,fashion trends ang,15
phrase,en,satisfying af,15
phrase,en,fire ppop,15
phrase,en,thats fire ppop,15
phrase,en,appreciate viral,15
phrase,en,i appreciate viral,15
phrase,en,appreciate viral challenges,15
phrase,en,graduation very,15
phrase,en,talaga passingthevibe,15
phrase,en,parties sobrang,15
phrase,en,weekend parties sobrang,15
phrase,en,graduation ang,15
phrase,en,is a,14
phrase,en,good netflix,14
phrase,en,how good netflix,14
phrase,en,good netflix shows,14
phrase,en,yung batchmates,14
phrase,en,good streaming,14
phrase,en,how good streaming,14
phrase,en,good new,14
phrase,en,how good new,14
phrase,en,good new music,14
phrase,en,good pubg,14
phrase,en,how good pubg,14
phrase,en,ng fashion,14
phrase,en,ng fashion trends,14
phrase,en,good fashion,14
phrase,en,how good fashion,14
phrase,en,good fashion trends,14
phrase,en,is campus,14
phrase,en,events so,14
phrase,en,why is campus,14
phrase,en,is campus events,14
phrase,en,campus events so,14
phrase,en,about scholarships,14
phrase,en,facts about scholarships,14
phrase,en,fire netflix,14
phrase,en,thats fire netflix,14
phrase,en,fire netflix shows,14
phrase,en,based talaga,14
phrase,en,giving esports,14
phrase,en,is giving esports,14
phrase,en,ng sb19,14
phrase,en,post passingthevibe,14
phrase,en,the post passingthevibe,14
phrase,en,about pubg,14
phrase,en,facts about pubg,14
phrase,en,kpop legit,14
phrase,en,challenges ang,14
phrase,en,viral challenges ang,14
phrase,en,giving tiktok,14
phrase,en,is giving tiktok,14
phrase,en,majors sobrang,14
phrase,en,giving graduation,14
phrase,en,is giving graduation,14
phrase,en,ng majors,14
phrase,en,talaga universitylife,14
phrase,en,yung pubg very,14
phrase,en,is graduation,14
phrase,en,graduation so,14
phrase,en,why is graduation,14
phrase,en,is graduation so,14
phrase,en,bussin talaga,14
phrase,en,husay ng anime,14
phrase,en,vibing with scholarships,14
phrase,en,projects thats,14
phrase,en,group projects thats,14
phrase,en,projects thats it,14
phrase,en,in genshin,14
phrase,en,energy in genshin,14
phrase,en,in genshin impact,14
phrase,en,ng new,14
phrase,en,ng new music,14
phrase,en,professors very,14
phrase,en,life thats,14
phrase,en,dorm life thats,14
phrase,en,life thats it,14
phrase,en,astig studentlife,14
phrase,en,in pubg,14
phrase,en,energy in pubg,14
